original_path,final_path
Pterocarpus soyauxii/sub_064/1118_1.png,val/Pterocarpus soyauxii/1118_1.png
Pterocarpus soyauxii/sub_014/169.png,val/Pterocarpus soyauxii/169__8ae5baa2.png
Pterocarpus macrocarpus/sub_001/125.png,val/Pterocarpus macrocarpus/125.png
Sindora cochinchinensis/sub_012/gụ59_1.png,val/Sindora cochinchinensis/gụ59_1.png
Dalbergia cochinchinensis/sub_050/Dalbergia cochinchinensis.3280.3 (19).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.3 (19).png
Pterocarpus erinaceus/sub_023/3403. Pterocarpus erinaceus.3 (96).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.3 (96).png
Sindora cochinchinensis/sub_085/gụ36.png,val/Sindora cochinchinensis/gụ36.png
Pterocarpus sp/sub_013/140.png,val/Pterocarpus sp/140.png
Pterocarpus soyauxii/sub_079/133.png,val/Pterocarpus soyauxii/133.png
Sindora cochinchinensis/sub_044/gụ1_1.png,val/Sindora cochinchinensis/gụ1_1.png
Pterocarpus erinaceus/sub_001/3403. Pterocarpus erinaceus.10 (314).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.10 (314).png
Pterocarpus sp/sub_031/138.png,val/Pterocarpus sp/138.png
Pterocarpus soyauxii/sub_009/12_2.png,val/Pterocarpus soyauxii/12_2.png
Dalbergia tonkinensis/sub_026/3353. Dalbergia tonkinensis.2.(50).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2.(50).png
Sindora tonkinensis/sub_051/3381. Sindora tonkinensis.4 (125).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.4 (125).png
Guibourtia ehie/sub_092/Guibourtia ehie_KREW954_4_(137).png,val/Guibourtia ehie/Guibourtia ehie_KREW954_4_(137).png
Dalbergia oliveri/sub_067/Dalbergia oliveri_3237.4_ (14).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.4_ (14).png
Pterocarpus soyauxii/sub_040/17_1.png,val/Pterocarpus soyauxii/17_1.png
Guibourtia arnoldiana/sub_031/3411. Guibourtia arnoldiana.4 (104).png,val/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.4 (104).png
Guibourtia coleosperma/sub_087/Guibourtia coleosperma_3253.10 (29).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.10 (29).png
Afzelia pachyloba/sub_023/5.1.png,val/Afzelia pachyloba/5.1__de8fd637.png
Pterocarpus indicus/sub_054/3395. Pterocarpus indicus.10 (300).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.10 (300).png
Dalbergia melanoxylon/sub_012/3352. Dalbergia melanoxylon.9.(252).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.9.(252).png
Sindora cochinchinensis/sub_017/gụ80.png,val/Sindora cochinchinensis/gụ80.png
Peltogyne pubescens/sub_025/3377. Peltogyne pubescens.10 (364).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.10 (364).png
Pterocarpus indicus/sub_036/3395. Pterocarpus indicus.8 (232).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.8 (232).png
Dalbergia tonkinensis/sub_013/3353. Dalbergia tonkinensis.3.(66).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.3.(66).png
Sindora tonkinensis/sub_062/3381. Sindora tonkinensis.1 (2).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.1 (2).png
Pterocarpus sp/sub_027/160_3.png,val/Pterocarpus sp/160_3.png
Dalbergia melanoxylon/sub_042/3352. Dalbergia melanoxylon.7.(200).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.7.(200).png
Pterocarpus sp/sub_068/141.png,val/Pterocarpus sp/141.png
Pterocarpus indicus/sub_008/3395. Pterocarpus indicus.5 (125).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.5 (125).png
Dalbergia rimosa/sub_043/3414. Dalbergia rimosa.6 (158).png,val/Dalbergia rimosa/3414. Dalbergia rimosa.6 (158).png
Pterocarpus erinaceus/sub_008/3403. Pterocarpus erinaceus.2 (64).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.2 (64).png
Guibourtia arnoldiana/sub_014/3411. Guibourtia arnoldiana.1 (17).png,val/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.1 (17).png
Sindora cochinchinensis/sub_019/gụ56_1.png,val/Sindora cochinchinensis/gụ56_1__2cbecb32.png
Pterocarpus indicus/sub_041/3395. Pterocarpus indicus.3 (91).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.3 (91).png
Dalbergia tonkinensis/sub_040/3353. Dalbergia tonkinensis.2.(62).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2.(62).png
Dalbergia melanoxylon/sub_002/3352. Dalbergia melanoxylon.6.(176).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.6.(176).png
Pterocarpus macrocarpus/sub_048/11_1.png,val/Pterocarpus macrocarpus/11_1.png
Pterocarpus erinaceus/sub_036/3403. Pterocarpus erinaceus.5 (145).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.5 (145).png
Pterocarpus erinaceus/sub_013/3403. Pterocarpus erinaceus.1(6).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(6).png
Dalbergia oliveri/sub_020/Dalbergia oliveri_3237.3_ (10).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.3_ (10).png
Dalbergia tonkinensis/sub_003/3353. Dalbergia tonkinensis.7.(210).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7.(210).png
Dalbergia tonkinensis/sub_025/3353. Dalbergia tonkinensis.4.(127).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4.(127).png
Dalbergia melanoxylon/sub_010/3352. Dalbergia melanoxylon.4.(113).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.4.(113).png
Sindora tonkinensis/sub_025/3381. Sindora tonkinensis.6 (188).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.6 (188).png
Pterocarpus soyauxii/sub_073/172.png,val/Pterocarpus soyauxii/172.png
Guibourtia coleosperma/sub_084/Guibourtia coleosperma_3253.10 (7).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.10 (7).png
Dalbergia rimosa/sub_011/3414. Dalbergia rimosa.1(27).png,val/Dalbergia rimosa/3414. Dalbergia rimosa.1(27).png
Guibourtia coleosperma/sub_005/Guibourtia coleosperma_3253.8 (20).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (20).png
Pterocarpus erinaceus/sub_021/3403. Pterocarpus erinaceus.10 (331).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.10 (331).png
Sindora tonkinensis/sub_018/3381. Sindora tonkinensis.2 (56).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.2 (56).png
Pterocarpus soyauxii/sub_018/116.png,val/Pterocarpus soyauxii/116.png
Sindora cochinchinensis/sub_094/gụ103.png,val/Sindora cochinchinensis/gụ103.png
Sindora cochinchinensis/sub_008/gụ2_2.png,val/Sindora cochinchinensis/gụ2_2.png
Peltogyne pubescens/sub_025/3377. Peltogyne pubescens.9 (328).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.9 (328).png
Pterocarpus sp/sub_049/120_3.png,val/Pterocarpus sp/120_3.png
Sindora tonkinensis/sub_019/3381. Sindora tonkinensis.5 (152).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.5 (152).png
Pterocarpus erinaceus/sub_020/3403. Pterocarpus erinaceus.1(4).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(4).png
Pterocarpus sp/sub_092/154.png,val/Pterocarpus sp/154.png
Guibourtia ehie/sub_035/Guibourtia ehie_SXGM640_8_(284).png,val/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(284).png
Sindora tonkinensis/sub_050/3381. Sindora tonkinensis.1 (17).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.1 (17).png
Peltogyne pubescens/sub_041/3377. Peltogyne pubescens.5 (173).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.5 (173).png
Pterocarpus soyauxii/sub_031/122.png,val/Pterocarpus soyauxii/122.png
Afzelia bella/sub_008/Afzelia bella_LYSV052_(186).png,val/Afzelia bella/Afzelia bella_LYSV052_(186).png
Dalbergia melanoxylon/sub_037/3352. Dalbergia melanoxylon.2 (58).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.2 (58).png
Pterocarpus indicus/sub_035/3395. Pterocarpus indicus.5 (146).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.5 (146).png
Afzelia quanzensis/sub_011/122.png,val/Afzelia quanzensis/122.png
Guibourtia ehie/sub_081/Guibourtia ehie_PRQC042_5_(175).png,val/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(175).png
Afzelia africana/sub_004/doussie41.png,val/Afzelia africana/doussie41.png
Guibourtia ehie/sub_041/Guibourtia ehie_QAMZ768_7_(268).png,val/Guibourtia ehie/Guibourtia ehie_QAMZ768_7_(268).png
Dalbergia cochinchinensis/sub_001/Dalbergia cochinchinensis.3280.4 (1).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.4 (1).png
Pterocarpus erinaceus/sub_038/3403. Pterocarpus erinaceus.6 (190).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.6 (190).png
Pterocarpus sp/sub_028/153.png,val/Pterocarpus sp/153.png
Pterocarpus sp/sub_003/152.png,val/Pterocarpus sp/152.png
Sindora tonkinensis/sub_003/3381. Sindora tonkinensis.3 (98).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.3 (98).png
Sindora tonkinensis/sub_030/3381. Sindora tonkinensis.3 (79).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.3 (79).png
Pterocarpus macrocarpus/sub_058/136_1.png,val/Pterocarpus macrocarpus/136_1.png
Afzelia bella/sub_004/Afzelia bella_AMRX692_(73).png,val/Afzelia bella/Afzelia bella_AMRX692_(73).png
Guibourtia ehie/sub_008/Guibourtia ehie_UORX694_10_(365).png,val/Guibourtia ehie/Guibourtia ehie_UORX694_10_(365).png
Dalbergia melanoxylon/sub_005/3352. Dalbergia melanoxylon.10.(267).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.10.(267).png
Pterocarpus macrocarpus/sub_064/138.png,val/Pterocarpus macrocarpus/138__862a63d6.png
Peltogyne pubescens/sub_016/3377. Peltogyne pubescens.3 (101).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.3 (101).png
Pterocarpus indicus/sub_001/3395. Pterocarpus indicus.1 (1).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.1 (1).png
Guibourtia coleosperma/sub_040/Guibourtia coleosperma_3253.8 (14).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (14).png
Guibourtia ehie/sub_032/Guibourtia ehie_UORX694_10_(368).png,val/Guibourtia ehie/Guibourtia ehie_UORX694_10_(368).png
Pterocarpus sp/sub_108/158_2.png,val/Pterocarpus sp/158_2.png
Dalbergia cochinchinensis/sub_020/Dalbergia cochinchinensis.3280.1 (32).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (32).png
Dalbergia tonkinensis/sub_042/3353. Dalbergia tonkinensis.6.(167).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6.(167).png
Pterocarpus soyauxii/sub_009/1120.png,val/Pterocarpus soyauxii/1120.png
Dalbergia tonkinensis/sub_051/3353. Dalbergia tonkinensis.6.(166).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6.(166).png
Pterocarpus macrocarpus/sub_054/135_1.png,val/Pterocarpus macrocarpus/135_1.png
Pterocarpus sp/sub_080/123_3.png,val/Pterocarpus sp/123_3.png
Dalbergia cochinchinensis/sub_074/Dalbergia cochinchinensis.3280.7 (17).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (17).png
Afzelia africana/sub_037/doussie55.png,val/Afzelia africana/doussie55.png
Pterocarpus macrocarpus/sub_029/19.png,val/Pterocarpus macrocarpus/19.png
Pterocarpus erinaceus/sub_012/3403. Pterocarpus erinaceus.9 (282).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.9 (282).png
Sindora cochinchinensis/sub_042/gụ69_1.png,val/Sindora cochinchinensis/gụ69_1.png
Peltogyne pubescens/sub_040/3377. Peltogyne pubescens.8 (277).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.8 (277).png
Pterocarpus macrocarpus/sub_008/112.png,val/Pterocarpus macrocarpus/112.png
Guibourtia ehie/sub_064/Guibourtia ehie_UORX694_10_(393).png,val/Guibourtia ehie/Guibourtia ehie_UORX694_10_(393).png
Pterocarpus macrocarpus/sub_087/123.png,val/Pterocarpus macrocarpus/123__0e974558.png
Pterocarpus indicus/sub_025/3395. Pterocarpus indicus.10 (308).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.10 (308).png
Afzelia pachyloba/sub_015/1.3.png,val/Afzelia pachyloba/1.3.png
Pterocarpus soyauxii/sub_028/141_2.png,val/Pterocarpus soyauxii/141_2.png
Pterocarpus macrocarpus/sub_002/131.png,val/Pterocarpus macrocarpus/131.png
Peltogyne pubescens/sub_016/3377. Peltogyne pubescens.9 (300).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.9 (300).png
Guibourtia arnoldiana/sub_027/3411. Guibourtia arnoldiana.10 (295).png,val/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (295).png
Guibourtia coleosperma/sub_020/Guibourtia coleosperma_3253.8 (8).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (8).png
Afzelia bella/sub_008/Afzelia bella_OGHV743_(211).png,val/Afzelia bella/Afzelia bella_OGHV743_(211).png
Afzelia africana/sub_044/doussie22_2.png,val/Afzelia africana/doussie22_2.png
Pterocarpus macrocarpus/sub_036/111.png,val/Pterocarpus macrocarpus/111.png
Pterocarpus soyauxii/sub_018/126.png,val/Pterocarpus soyauxii/126.png
Dalbergia cochinchinensis/sub_015/Dalbergia cochinchinensis.3280.8 (27).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.8 (27).png
Afzelia quanzensis/sub_032/115_4.png,val/Afzelia quanzensis/115_4.png
Afzelia africana/sub_023/doussie10_2.png,val/Afzelia africana/doussie10_2.png
Pterocarpus sp/sub_067/166.png,val/Pterocarpus sp/166.png
Dalbergia melanoxylon/sub_025/3352. Dalbergia melanoxylon.5.(133).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.5.(133).png
Guibourtia coleosperma/sub_037/Guibourtia coleosperma_3253.4 (1).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.4 (1).png
Pterocarpus macrocarpus/sub_013/117.png,val/Pterocarpus macrocarpus/117.png
Dalbergia tonkinensis/sub_041/3353. Dalbergia tonkinensis.10.(299).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10.(299).png
Dalbergia oliveri/sub_015/Dalbergia oliveri_3237.7_ (2).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (2).png
Guibourtia arnoldiana/sub_006/3411. Guibourtia arnoldiana.8 (226).png,val/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.8 (226).png
Pterocarpus indicus/sub_002/3395. Pterocarpus indicus.10 (304).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.10 (304).png
Dalbergia tonkinensis/sub_010/3353. Dalbergia tonkinensis.6.(168).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6.(168).png
Peltogyne pubescens/sub_019/3377. Peltogyne pubescens.3 (81).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.3 (81).png
Guibourtia coleosperma/sub_030/Guibourtia coleosperma_3253.11 (25).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.11 (25).png
Afzelia quanzensis/sub_006/110_3.png,val/Afzelia quanzensis/110_3.png
Afzelia bella/sub_048/Afzelia bella_FFCA657_9_3212.png,val/Afzelia bella/Afzelia bella_FFCA657_9_3212.png
Guibourtia coleosperma/sub_028/Guibourtia coleosperma_3253.7 (14).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.7 (14).png
Pterocarpus erinaceus/sub_022/3403. Pterocarpus erinaceus.10 (335).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.10 (335).png
Afzelia quanzensis/sub_058/125_1.png,val/Afzelia quanzensis/125_1.png
Sindora tonkinensis/sub_025/3381. Sindora tonkinensis.6 (161).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.6 (161).png
Guibourtia ehie/sub_027/Guibourtia ehie_UORX694_10_(380).png,val/Guibourtia ehie/Guibourtia ehie_UORX694_10_(380).png
Pterocarpus soyauxii/sub_054/110_4.png,val/Pterocarpus soyauxii/110_4.png
Sindora tonkinensis/sub_021/3381. Sindora tonkinensis.9 (280).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.9 (280).png
Afzelia bella/sub_045/Afzelia bella_AMRX692_(42).png,val/Afzelia bella/Afzelia bella_AMRX692_(42).png
Pterocarpus soyauxii/sub_008/119_1.png,val/Pterocarpus soyauxii/119_1.png
Afzelia africana/sub_018/doussie25_1.png,val/Afzelia africana/doussie25_1.png
Afzelia quanzensis/sub_051/111.png,val/Afzelia quanzensis/111.png
Afzelia bella/sub_007/Afzelia bella_AKMX287_(37).png,val/Afzelia bella/Afzelia bella_AKMX287_(37).png
Guibourtia coleosperma/sub_083/Guibourtia coleosperma_3253.8 (12).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (12).png
Dalbergia tonkinensis/sub_006/3353. Dalbergia tonkinensis.3.(89).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.3.(89).png
Dalbergia cochinchinensis/sub_035/Dalbergia cochinchinensis.3280.1 (4).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (4).png
Pterocarpus macrocarpus/sub_031/136_1.png,val/Pterocarpus macrocarpus/136_1__7d5c82b0.png
Dalbergia cochinchinensis/sub_017/Dalbergia cochinchinensis.3280.4 (29).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.4 (29).png
Pterocarpus soyauxii/sub_044/141.png,val/Pterocarpus soyauxii/141__51c00df0.png
Afzelia bella/sub_044/Afzelia bella_QCYD170_(249).png,val/Afzelia bella/Afzelia bella_QCYD170_(249).png
Pterocarpus sp/sub_037/119_3.png,val/Pterocarpus sp/119_3.png
Dalbergia rimosa/sub_004/3414. Dalbergia rimosa.2 (50).png,val/Dalbergia rimosa/3414. Dalbergia rimosa.2 (50).png
Pterocarpus macrocarpus/sub_047/149_2.png,val/Pterocarpus macrocarpus/149_2.png
Pterocarpus macrocarpus/sub_015/139_4.png,val/Pterocarpus macrocarpus/139_4.png
Pterocarpus macrocarpus/sub_050/139_1_1.png,val/Pterocarpus macrocarpus/139_1_1.png
Dalbergia oliveri/sub_013/Dalbergia oliveri_3237.10_ (22).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.10_ (22).png
Pterocarpus indicus/sub_020/3395. Pterocarpus indicus.2 (41).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.2 (41).png
Dalbergia melanoxylon/sub_033/3352. Dalbergia melanoxylon.10.(269).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.10.(269).png
Pterocarpus macrocarpus/sub_013/16_1.png,val/Pterocarpus macrocarpus/16_1.png
Guibourtia coleosperma/sub_012/Guibourtia coleosperma_3253.10 (30).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.10 (30).png
Guibourtia coleosperma/sub_027/Guibourtia coleosperma_3253.10 (12).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.10 (12).png
Dalbergia oliveri/sub_009/Dalbergia oliveri_3237.2_ (7).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.2_ (7).png
Pterocarpus soyauxii/sub_020/148.png,val/Pterocarpus soyauxii/148.png
Pterocarpus sp/sub_105/148_3.png,val/Pterocarpus sp/148_3.png
Dalbergia oliveri/sub_030/Dalbergia oliveri_3237.3_ (2).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.3_ (2).png
Dalbergia cochinchinensis/sub_019/Dalbergia cochinchinensis.3280.1 (17).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (17).png
Afzelia quanzensis/sub_063/125_3.png,val/Afzelia quanzensis/125_3.png
Guibourtia ehie/sub_004/Guibourtia ehie_PVFM153_6_(206).png,val/Guibourtia ehie/Guibourtia ehie_PVFM153_6_(206).png
Pterocarpus macrocarpus/sub_031/127_4.png,val/Pterocarpus macrocarpus/127_4.png
Dalbergia tonkinensis/sub_046/3353. Dalbergia tonkinensis.5.(146).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.5.(146).png
Pterocarpus indicus/sub_019/3395. Pterocarpus indicus.2 (37).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.2 (37).png
Guibourtia coleosperma/sub_019/Guibourtia coleosperma_3253.8 (18).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (18).png
Pterocarpus soyauxii/sub_071/170.png,val/Pterocarpus soyauxii/170.png
Pterocarpus macrocarpus/sub_031/16.png,val/Pterocarpus macrocarpus/16.png
Afzelia pachyloba/sub_049/6.3.png,val/Afzelia pachyloba/6.3.png
Guibourtia ehie/sub_035/Guibourtia ehie_SXGM640_8_(283).png,val/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(283).png
Dalbergia tonkinensis/sub_030/3353. Dalbergia tonkinensis.4.(124).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4.(124).png
Afzelia africana/sub_026/doussie4_1.png,val/Afzelia africana/doussie4_1.png
Sindora cochinchinensis/sub_045/gụ42.png,val/Sindora cochinchinensis/gụ42.png
Sindora tonkinensis/sub_007/3381. Sindora tonkinensis.9 (287).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.9 (287).png
Guibourtia ehie/sub_034/Guibourtia ehie_UORX694_10_(363).png,val/Guibourtia ehie/Guibourtia ehie_UORX694_10_(363).png
Sindora cochinchinensis/sub_046/gụ65_1.png,val/Sindora cochinchinensis/gụ65_1.png
Afzelia bella/sub_049/Afzelia bella_LYSV052_(196).png,val/Afzelia bella/Afzelia bella_LYSV052_(196).png
Dalbergia cochinchinensis/sub_004/Dalbergia cochinchinensis.3280.9 (32).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (32).png
Afzelia africana/sub_066/doussie56_1.png,val/Afzelia africana/doussie56_1.png
Sindora cochinchinensis/sub_021/gụ73_1.png,val/Sindora cochinchinensis/gụ73_1.png
Pterocarpus macrocarpus/sub_014/18_2.png,val/Pterocarpus macrocarpus/18_2.png
Guibourtia ehie/sub_033/Guibourtia ehie_PVFM153_6_(223).png,val/Guibourtia ehie/Guibourtia ehie_PVFM153_6_(223).png
Guibourtia arnoldiana/sub_036/3411. Guibourtia arnoldiana.10 (317).png,val/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (317).png
Guibourtia coleosperma/sub_017/Guibourtia coleosperma_3253.6 (18).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.6 (18).png
Sindora tonkinensis/sub_041/3381. Sindora tonkinensis.6 (185).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.6 (185).png
Dalbergia tonkinensis/sub_035/3353. Dalbergia tonkinensis.9.(268).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9.(268).png
Afzelia bella/sub_049/Afzelia bella_AMRX692_(47).png,val/Afzelia bella/Afzelia bella_AMRX692_(47).png
Dalbergia rimosa/sub_022/3414. Dalbergia rimosa.7 (182).png,val/Dalbergia rimosa/3414. Dalbergia rimosa.7 (182).png
Pterocarpus sp/sub_011/133_2.png,val/Pterocarpus sp/133_2.png
Guibourtia ehie/sub_001/Guibourtia ehie_SXGM640_8_(299).png,val/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(299).png
Dalbergia rimosa/sub_024/3414. Dalbergia rimosa.7 (185).png,val/Dalbergia rimosa/3414. Dalbergia rimosa.7 (185).png
Pterocarpus macrocarpus/sub_038/124_1.png,val/Pterocarpus macrocarpus/124_1.png
Dalbergia melanoxylon/sub_003/3352. Dalbergia melanoxylon.2 (39).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.2 (39).png
Afzelia africana/sub_072/doussie17.png,val/Afzelia africana/doussie17.png
Dalbergia rimosa/sub_027/3414. Dalbergia rimosa.7 (187).png,val/Dalbergia rimosa/3414. Dalbergia rimosa.7 (187).png
Peltogyne pubescens/sub_026/3377. Peltogyne pubescens.6 (194).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.6 (194).png
Dalbergia tonkinensis/sub_022/3353. Dalbergia tonkinensis.4.(125).png,val/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4.(125).png
Dalbergia oliveri/sub_025/Dalbergia oliveri_3237.4_ (1).png,val/Dalbergia oliveri/Dalbergia oliveri_3237.4_ (1).png
Afzelia quanzensis/sub_046/136_2_1.png,val/Afzelia quanzensis/136_2_1.png
Pterocarpus soyauxii/sub_076/117_1_1.png,val/Pterocarpus soyauxii/117_1_1.png
Afzelia africana/sub_004/doussie29.png,val/Afzelia africana/doussie29.png
Pterocarpus erinaceus/sub_005/3403. Pterocarpus erinaceus.3 (97).png,val/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.3 (97).png
Pterocarpus soyauxii/sub_007/172.png,val/Pterocarpus soyauxii/172__e19530e8.png
Guibourtia coleosperma/sub_049/Guibourtia coleosperma_3253.1 (11).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.1 (11).png
Sindora tonkinensis/sub_063/3381. Sindora tonkinensis.1 (21).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.1 (21).png
Guibourtia coleosperma/sub_055/Guibourtia coleosperma_3253.10 (24).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.10 (24).png
Pterocarpus soyauxii/sub_002/17_3.png,val/Pterocarpus soyauxii/17_3.png
Dalbergia melanoxylon/sub_001/3352. Dalbergia melanoxylon.8.(223).png,val/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.8.(223).png
Peltogyne pubescens/sub_020/3377. Peltogyne pubescens.9 (323).png,val/Peltogyne pubescens/3377. Peltogyne pubescens.9 (323).png
Pterocarpus sp/sub_017/122_1.png,val/Pterocarpus sp/122_1.png
Guibourtia ehie/sub_060/Guibourtia ehie_UORX694_10_(366).png,val/Guibourtia ehie/Guibourtia ehie_UORX694_10_(366).png
Sindora tonkinensis/sub_002/3381. Sindora tonkinensis.3 (89).png,val/Sindora tonkinensis/3381. Sindora tonkinensis.3 (89).png
Pterocarpus indicus/sub_005/3395. Pterocarpus indicus.2 (32).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.2 (32).png
Sindora cochinchinensis/sub_004/gụ71.png,val/Sindora cochinchinensis/gụ71.png
Dalbergia cochinchinensis/sub_001/Dalbergia cochinchinensis.3280.9 (4).png,val/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (4).png
Pterocarpus soyauxii/sub_025/184.png,val/Pterocarpus soyauxii/184.png
Sindora cochinchinensis/sub_027/gụ58_1.png,val/Sindora cochinchinensis/gụ58_1.png
Pterocarpus indicus/sub_001/3395. Pterocarpus indicus.5 (126).png,val/Pterocarpus indicus/3395. Pterocarpus indicus.5 (126).png
Guibourtia coleosperma/sub_021/Guibourtia coleosperma_3253.4 (23).png,val/Guibourtia coleosperma/Guibourtia coleosperma_3253.4 (23).png
