path,label,genus,species,subfolder
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ72.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ0.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ64.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ58.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ6.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ14.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ37.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ51.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ75.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ87.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ6.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ31.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ82.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ32.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ104.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ26.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ5.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ40.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ70.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ12.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ14.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ102.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ77.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ27.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ8.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ34.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ38.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ48.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ60.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ15.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ28.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ96.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ86.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ59.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ57.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ46.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ8.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ19.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ93.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ41.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ53.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ4.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ47.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ43.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ15.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ48.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ17.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ81.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ11.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ25.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ70.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ67.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ56.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ78.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ2.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ36.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ8.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ85.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ66.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ27.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc 2/gụ8.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang 2/gụ0.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang 2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ87.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ82.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/ngang/gụ54.png,Sindora cochinchinensis,Sindora,cochinchinensis,ngang
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora cochinchinensis/dọc/gụ99.png,Sindora cochinchinensis,Sindora,cochinchinensis,dọc
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (120).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (193).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (45).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (257).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (227).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (81).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (232).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (109).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (175).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (170).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (287).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (183).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (13).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (60).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (270).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (182).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (5).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (82).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (220).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (129).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (12).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (260).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (128).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (102).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (167).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (319).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (306).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (19).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (202).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (127).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (210).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (157).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (219).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (4).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (238).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (326).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (179).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (141).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (205).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (190).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (103).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (201).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (186).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (295).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (40).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (72).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (59).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (271).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (62).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (88).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (305).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (78).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (11).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (176).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (196).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (100).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (272).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (67).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (235).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (111).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (320).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (64).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (292).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (307).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (159).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (142).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (77).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (278).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
